,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Gldani,€,Nadzaladevi,Old Tbilisi (Старый город),Дигоми,Авлобари,Батуми,Центр,Кутаиси,desc_en
16,16,14-04-2020 20:41:12,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,6,нет,Тбилиси,2 гр,0.0121,7332,2740,246,100.0,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
17,17,14-04-2020 20:41:12,Tbilisi,e56bb6ca93,2gr Indica dominant Buds,True,7,нет,Тбилиси,2 гр,0.0063,3446,1288,116,47.0,,,,,,,,,,,,2gr Indica dominant Buds
18,18,14-04-2020 20:41:12,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,2 гр,0.0094,5132,1918,172,70.0,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
19,19,14-04-2020 20:41:12,Tbilisi,bb1791277e,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,1,нет,Тбилиси,2 гр,0.0127,6965,2603,234,95.0,,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
20,20,14-04-2020 20:41:12,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,2 гр,0.0042,2566,959,86,35.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
21,21,14-04-2020 20:41:12,Tbilisi,4c4ab8c0de,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨,,1,нет,Тбилиси,2 гр,0.0113,6232,2329,209,85.0,,True,,,,,,,,,,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨
22,22,14-04-2020 20:41:12,Tbilisi,4659482266,3g superskunk top class buds. Indica,,1,нет,Тбилиси,3 гр,0.0164,8944,3343,300,122.0,,,True,,,,,,,,,3g superskunk top class buds. Indica
23,23,14-04-2020 20:41:12,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0141,7698,2877,258,105.0,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
24,24,14-04-2020 20:41:12,Tbilisi,21e6be39fb,AKA-47 ONLY BUDS 3g TOP VHQ,True,5,нет,Тбилиси,3 гр,0.0133,7332,2740,246,100.0,,,,,,,,,,,,AKA-47 ONLY BUDS 3g TOP VHQ
25,25,14-04-2020 20:41:12,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,1,нет,Тбилиси,3 гр,0.0047,2566,959,86,35.0,,,True,,,,,,,,,Marijuana Super Skunk leaves 3g plan
26,26,14-04-2020 20:41:12,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки!!!,True,6,нет,Тбилиси,4 гр,0.0087,4807,1797,162,,,,,60.0,,True,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki!!!
27,27,14-04-2020 20:41:12,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0268,14590,5453,490,199.0,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
28,28,14-04-2020 20:41:12,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0409,23461,8768,788,320.0,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
29,29,14-04-2020 20:41:12,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0396,21995,8220,738,300.0,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
30,30,14-04-2020 20:41:12,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (hight quality),True,1,нет,Тбилиси,5 гр,0.0179,9824,3672,330,134.0,,,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
31,31,14-04-2020 20:41:12,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,5,нет,Тбилиси,5 гр,0.0236,12830,4795,431,175.0,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
32,32,14-04-2020 20:41:12,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.0267,14516,5425,487,198.0,,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
33,33,14-04-2020 20:41:12,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.1103,66717,24934,2240,910.0,,,,,,,,,,,,VHQ BEST Cocaine 5g.
34,34,14-04-2020 20:41:12,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,5 гр,0.0067,4032,1507,135,55.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
35,35,14-04-2020 20:42:03,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0534,29253,10933,982,399.0,,,,,,,True,,,,,"10g. Shishki Amnesia Haze, Sativa"
36,36,14-04-2020 20:42:03,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0489,26760,10001,898,365.0,,True,,,,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
37,37,14-04-2020 20:42:03,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,10 гр,0.0103,6232,2329,209,85.0,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
38,38,14-04-2020 20:42:03,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0514,29326,10960,985,400.0,,,,,,,,,,,,gashish evro 10g
39,39,14-04-2020 20:42:03,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0998,56966,21290,1912,777.0,,,,,,,,,,,,Gashish Evro 20gr
40,40,14-04-2020 20:42:03,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2434,146630,54800,4923,2000.0,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
41,41,14-04-2020 20:42:03,Tbilisi,f8a875c191,METADON - 0.27 G.,True,нет,3,Тбилиси,0.27 гр,0.0307,16643,6220,559,227.0,,,,,,,,,,,,METADON - 0.27 G.
42,42,14-04-2020 20:42:03,Tbilisi,2f51af8159,"VHQ Cocaine Medelins Cartel 0,5 g SALE",,нет,3,Тбилиси,0.5 гр,0.0111,6085,2274,204,83.0,True,,,,,,,,,,,"VHQ Cocaine Medelins Cartel 0,5 g SALE"
43,43,14-04-2020 20:42:03,Tbilisi,2f51af8159,1 штука Ecstasy grey duracell 240 mg NEW!,,нет,3,Тбилиси,1 гр,0.005,2713,1014,91,37.0,True,,,,,,,,,,,1 shtuka Ecstasy grey duracell 240 mg NEW!
44,44,14-04-2020 20:42:03,Tbilisi,2f51af8159,Candy FliP 1 piece 25i-NBOME 3mg + 1 piece ecstasy grey duracell 240mg SALE,,нет,5,Тбилиси,1 гр,0.006999999999999999,3812,1425,128,52.0,True,,,,,,,,,,,Candy FliP 1 piece 25i-NBOME 3mg + 1 piece ecstasy grey duracell 240mg SALE
45,45,14-04-2020 20:42:03,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 1g. акция -20% при оплате бтк!!!,True,4,10,Тбилиси,1 гр,0.0395,26760,10001,898,365.0,,,,,,,,,,,,Cocaine Fishscale! Limited Quantity 1g. aktsija -20% pri oplate btk!!!
46,46,14-04-2020 20:42:03,Tbilisi,2f51af8159,Ketamine 0.5 + MDMA 0.5 Combo,,нет,1,Тбилиси,1 гр,0.0194,10631,3973,357,145.0,True,,,,,,,,,,,Ketamine 0.5 + MDMA 0.5 Combo
47,47,14-04-2020 20:42:03,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 1 грамм (порошок),True,нет,1,Тбилиси,1 гр,0.0133,8012,2995,270,,,,,100.0,,,,,,,,Buprenorfin!!! Analog suboteksa!!! 1 gramm (poroshok)
48,48,14-04-2020 20:42:03,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,2,Тбилиси,2 гр,0.0499,27053,10111,908,369.0,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
49,49,14-04-2020 20:42:03,Tbilisi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,3,Тбилиси,3 гр,0.0402,24194,9042,812,330.0,True,,,,,,,,,,,Sk sinij kris ochen' sil'nyj 3gr
50,50,14-04-2020 20:42:03,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0798,43256,16166,1452,590.0,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
51,51,14-04-2020 20:42:03,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0536,29326,10960,985,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
52,52,14-04-2020 20:42:03,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,3,Тбилиси,5 гр,0.0214,11730,4384,394,160.0,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
53,53,14-04-2020 20:42:03,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0736,40323,15070,1354,550.0,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
54,54,14-04-2020 20:42:03,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0228,12464,4658,418,170.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
55,55,14-04-2020 20:42:03,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0266,14590,5453,490,199.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
56,56,14-04-2020 20:42:03,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0266,14590,5453,490,199.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
57,57,14-04-2020 20:42:03,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0267,16056,6001,539,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
58,58,14-04-2020 20:42:03,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0266,14590,5453,490,199.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
59,59,14-04-2020 20:42:03,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0512,28042,10483,944,,,,,350.0,,,,,,,,MDMA 5 gr!!!
60,60,14-04-2020 20:42:03,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3155,190000,87429,6360,,,,,,,,,,,,,reagent 25i nbome. 5gr
61,61,14-04-2020 20:42:03,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3652,219945,82200,7384,3000.0,,,,,,True,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
62,62,14-04-2020 20:42:03,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1175,63711,23811,2139,869.0,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
63,63,14-04-2020 20:42:03,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0257,13930,5206,468,190.0,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
64,64,14-04-2020 20:42:03,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0661,35851,13399,1204,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
65,65,14-04-2020 20:42:03,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0256,13857,5179,465,189.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
66,66,14-04-2020 20:42:03,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1205,65984,24660,2215,900.0,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
67,67,14-04-2020 20:42:03,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0937,51321,19180,1723,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
68,68,14-04-2020 20:42:52,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0933,51321,19180,1723,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
69,69,14-04-2020 20:42:52,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0427,23461,8768,788,320.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
70,70,14-04-2020 20:42:52,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1066,58652,21920,1969,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
71,71,14-04-2020 20:42:52,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2966,163126,60965,5476,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
72,72,14-04-2020 20:42:52,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!!,True,5,3,Тбилиси,10 гр,0.0146,8012,2995,270,,,,,100.0,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!!
73,73,14-04-2020 20:42:52,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,7,Тбилиси,10 гр,0.1951,106233,39703,3566,1449.0,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
74,74,14-04-2020 20:42:52,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0497,27053,10111,908,369.0,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
75,75,14-04-2020 20:42:52,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0403,21921,8193,736,299.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
76,76,14-04-2020 20:42:52,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,нет,5,Тбилиси,20 гр,0.054000000000000006,29693,11097,997,405.0,True,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
77,77,14-04-2020 20:42:52,Tbilisi,28bf667d16,Cocaine Fishscale 20g,True,нет,1,Тбилиси,20 гр,0.4371,240400,89845,8071,3279.0,,,,,,,,,,,,Cocaine Fishscale 20g
78,78,14-04-2020 20:42:52,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0806,43916,16413,1474,599.0,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
79,79,14-04-2020 20:42:52,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1466,80647,30140,2707,1100.0,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
80,80,14-04-2020 20:42:52,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3199,175956,65760,5907,2400.0,,,,,,,,,,,,100 gr marijuana buds
81,81,14-04-2020 20:42:52,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2666,146630,54800,4923,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
82,82,14-04-2020 20:42:52,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2693,146630,54800,4923,2000.0,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
83,83,14-04-2020 20:42:52,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3332,183288,68500,6153,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
84,84,14-04-2020 20:42:52,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.7864,432559,161660,14522,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
85,85,14-04-2020 20:42:52,Tbilisi,e56bb6ca93,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,2,Тбилиси,200 гр,0.4199,230942,86310,7753,3150.0,,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
86,86,14-04-2020 20:42:52,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6132,337249,126040,11322,4600.0,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
87,87,14-04-2020 20:42:52,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.9997,549863,205500,18460,7500.0,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
88,88,14-04-2020 20:42:52,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.133,623178,232900,20921,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
89,89,14-04-2020 20:42:52,Tbilisi,83f3d55917,!!!Вызиваем опитного курера в команду !!!.,True,1,нет,Тбилиси,1 гр,0.0122,7000,3221,234,,,,,,,,,,,,,!!!Vyzivaem opitnogo kurera v komandu !!!.
90,90,14-04-2020 20:42:52,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0242,14663,5480,492,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
91,91,14-04-2020 20:42:52,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0267,14663,5480,492,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
92,92,14-04-2020 20:42:52,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0333,18329,6850,615,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
93,93,14-04-2020 20:42:52,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0176,1099725,411000,36920,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
94,94,14-04-2020 20:44:29,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.293,161293,60280,5415,2200.0,,,,,,,,,True,,,[100g] SPAIN HASH
95,95,14-04-2020 20:44:29,Batumi,54915c4374,MDMA 0.5 грам.,,нет,8,Батуми,0.5 гр,0.01,5499,2055,185,75.0,,,,,,,,,True,,,MDMA 0.5 gram.
96,96,14-04-2020 20:44:29,Batumi,2d6b882c49,Ск синий крис очень сильный 3гр,,нет,3,Батуми,3 гр,0.04,24194,9042,812,330.0,,,,,,,,,,True,,Sk sinij kris ochen' sil'nyj 3gr
97,97,14-04-2020 20:44:29,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки!!!,,нет,20,Батуми,4 гр,0.0087,4807,1797,162,,,,,60.0,,,,,True,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki!!!
98,98,14-04-2020 20:44:29,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!!,,нет,9,Батуми,10 гр,0.0146,8012,2995,270,,,,,100.0,,,,,True,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!!
99,99,14-04-2020 20:44:29,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2691,146630,54800,4923,2000.0,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
100,100,14-04-2020 20:44:29,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0121,7332,2740,246,100.0,,,,,,,,,True,,,kur'er v Batumi
101,101,14-04-2020 20:44:29,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0303,18329,6850,615,250.0,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
102,102,14-04-2020 20:44:29,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0303,18329,6850,615,250.0,,,,,,,,,True,,,Ischu kur'era v Gruzii!
103,103,14-04-2020 20:44:29,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0162,1099725,411000,36920,15000.0,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
