,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
10,24-03-2020 08:56:17,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,2,нет,Тбилиси,1 гр,0.0274,15287,5339,499,189,,,,,,,,,,,Kokain HQ 1g.
11,24-03-2020 08:56:17,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.0262,14478,5057,472,179,True,,,,,,,,,,Kokain KOLUMBIA 1g
12,24-03-2020 08:56:17,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1196,72793,25425,2376,900,,,,,,,,,,,Metadon 1gr
13,24-03-2020 08:56:17,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,True,1,нет,Тбилиси,2 гр,0.0115,6390,2232,209,79,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
14,24-03-2020 08:56:17,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,2,нет,Тбилиси,2 гр,0.014,8493,2966,277,105,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
15,24-03-2020 08:56:17,Tbilisi,JVZTQ,partyshop,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,6,нет,Тбилиси,2 гр,0.0132,7279,2543,238,90,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
16,24-03-2020 08:56:17,Tbilisi,ABOAB,ProGrow,2G ---> ONLY BUDS,,1,нет,Тбилиси,2 гр,0.0089,4934,1723,161,61,,True,,,,,,,,,2G ---> ONLY BUDS
17,24-03-2020 08:56:17,Tbilisi,8B31,Rastashop,2gr Indica dominant Buds,True,6,нет,Тбилиси,2 гр,0.0096,5338,1865,174,66,,True,,,,,,,,,2gr Indica dominant Buds
18,24-03-2020 08:56:17,Tbilisi,7LHWP,GEOBUDS,2gr Marijuana Buds -INDICA-,True,2,нет,Тбилиси,2 гр,0.0091,5015,1752,164,62,,True,,,,,,,,,2gr Marijuana Buds -INDICA-
19,24-03-2020 08:56:17,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0545,33161,11583,1082,410,,,,,,,,,,,VHQ BEST Cocaine 2g.
20,24-03-2020 08:56:17,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,2,нет,Тбилиси,2 гр,0.0532,30654,10707,1000,379,,,,,,,,,,,Kokain HQ 2g.
21,24-03-2020 08:56:17,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0155,8493,2966,277,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
22,24-03-2020 08:56:17,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan,,3,нет,Тбилиси,3 гр,0.0052,2831,989,92,35,,,True,,,,,,,,Marijuana Super Skunk leaves 3g plan
23,24-03-2020 08:56:17,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,True,4,нет,Тбилиси,3 гр,0.0064,3882,1356,127,48,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
24,24-03-2020 08:56:17,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0229,12537,4379,409,155,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
25,24-03-2020 08:56:17,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0425,25882,9040,845,320,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
26,24-03-2020 08:56:17,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,1,нет,Тбилиси,5 гр,0.0434,24264,8475,792,300,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
27,24-03-2020 08:56:17,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0436,25144,8816,821,,,,,290,,,,,,,5 gr mdma (skidka v bitkoin 5%)
28,24-03-2020 08:56:17,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0258,14154,4944,462,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
29,24-03-2020 08:56:17,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,3,нет,Тбилиси,5 гр,0.0235,12860,4492,420,159,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
30,24-03-2020 08:56:17,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0227,12456,4351,407,154,,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
31,24-03-2020 08:56:17,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0086,5257,1836,172,65,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
32,24-03-2020 08:56:17,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",,2,нет,Тбилиси,10 гр,0.0583,32272,11272,1053,399,,True,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
33,24-03-2020 08:56:17,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0534,29522,10311,963,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
34,24-03-2020 08:56:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.039,21595,7543,705,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
35,24-03-2020 08:57:08,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.013,8007,2797,261,99,,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
36,24-03-2020 08:57:08,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0555,32353,11300,1056,400,,,,,,,,,,,gashish evro 10g
37,24-03-2020 08:57:08,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2629,161763,56500,5279,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
38,24-03-2020 08:57:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,23,5,Тбилиси,0.27 гр,0.0365,20220,7063,660,250,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
39,24-03-2020 08:57:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0438,24264,8475,792,300,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
40,24-03-2020 08:57:08,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.75g,True,нет,2,Тбилиси,0.75 гр,0.0535,29926,10453,977,370,,,,,,,,,,,Methadone HQ in city 0.75g
41,24-03-2020 08:57:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1022,56617,19775,1848,700,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
42,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0292,16176,5650,528,200,,,,,,,,,,,✨✨2gram. MDMA✨✨
43,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0539,29845,10424,974,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
44,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0862,47720,16668,1557,590,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
45,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.0275,16904,5904,552,209,,,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
46,24-03-2020 08:57:08,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0578,32353,11300,1056,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
47,24-03-2020 08:57:08,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0288,16095,5622,525,199,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
48,24-03-2020 08:57:08,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0795,44485,15538,1452,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
49,24-03-2020 08:57:08,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0288,16095,5622,525,199,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
50,24-03-2020 08:57:08,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0288,16095,5622,525,199,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
51,24-03-2020 08:57:08,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0288,16095,5622,525,199,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
52,24-03-2020 08:57:08,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0288,16095,5622,525,199,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
53,24-03-2020 08:57:08,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0288,16095,5622,525,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
54,24-03-2020 08:57:08,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0288,16095,5622,525,199,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
55,24-03-2020 08:57:08,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0288,17713,6187,578,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
56,24-03-2020 08:57:08,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0438,24264,8475,792,300,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
57,24-03-2020 08:57:08,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0288,16095,5622,525,199,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
58,24-03-2020 08:57:08,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0263,16176,5650,528,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
59,24-03-2020 08:57:08,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3088,190000,87429,6213,,,,,,,,,,,,reagent 25i nbome. 5gr
60,24-03-2020 08:57:08,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3943,242645,84750,7919,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
61,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1269,70286,24549,2294,869,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
62,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,6,Тбилиси,5 гр,0.0277,15367,5368,502,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
63,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0714,39551,13814,1291,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
64,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0495,27419,9577,895,339,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
65,24-03-2020 08:57:08,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0276,15287,5339,499,189,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
66,24-03-2020 08:57:08,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1301,72793,25425,2376,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
67,24-03-2020 08:57:35,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1023,56617,19775,1848,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
68,24-03-2020 08:57:35,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0468,25882,9040,845,320,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
69,24-03-2020 08:57:35,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0517,28309,9888,924,350,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
70,24-03-2020 08:57:35,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1169,64705,22600,2112,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
71,24-03-2020 08:57:35,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3253,179961,62856,5873,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
72,24-03-2020 08:57:35,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2139,117197,40934,3825,1449,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
73,24-03-2020 08:57:35,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0545,29845,10424,974,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
74,24-03-2020 08:57:35,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0441,24184,8447,789,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
75,24-03-2020 08:57:35,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0884,48448,16922,1581,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
76,24-03-2020 08:57:35,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1595,97058,33900,3168,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
77,24-03-2020 08:57:35,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2924,161763,56500,5279,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
78,24-03-2020 08:57:35,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2953,161763,56500,5279,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
79,24-03-2020 08:57:35,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3655,202204,70625,6599,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
80,24-03-2020 08:57:35,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2215,121322,42375,3959,1500,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
81,24-03-2020 08:57:35,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6724,372055,129950,12142,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
82,24-03-2020 08:57:35,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0964,606611,211875,19797,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
83,24-03-2020 08:57:35,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2426,687493,240125,22437,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
84,24-03-2020 08:57:35,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0266,16176,5650,528,200,,,,,,,,,,,KURYER..500RUB.+BONUS
85,24-03-2020 08:57:35,Tbilisi,8B31,Rastashop,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0266,16176,5650,528,200,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
86,24-03-2020 08:57:35,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0199,12132,4238,396,150,,,,,,,,,,,Rabota na marki (kur'er)
87,24-03-2020 08:57:35,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0292,16176,5650,528,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
88,24-03-2020 08:57:35,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0365,20220,7063,660,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
89,24-03-2020 08:57:35,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.2127,1213223,423750,39594,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
90,24-03-2020 08:58:40,Batumi,V4T,COCAcoLA,METHADONE 0.25 THE BEST QUALITY VHQ,,8,нет,Батуми,0.25 гр,0.0322,17794,6215,581,220,,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
91,24-03-2020 08:58:40,Batumi,V4T,COCAcoLA,MEPHEDRONE 0.5 gr,,1,нет,Батуми,0.5 гр,0.0106,6471,2260,211,80,,,,,,,,True,,,MEPHEDRONE 0.5 gr
92,24-03-2020 08:58:40,Batumi,V4T,COCAcoLA,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0399,24264,8475,792,300,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
93,24-03-2020 08:58:40,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,17,нет,Батуми,1 гр,0.0253,15367,5368,502,190,,,,,,,,,True,,NZT-52 limited 1 g muka
94,24-03-2020 08:58:40,Batumi,XHR,420Factory,Power Africa 1g,,1,нет,Батуми,1 гр,0.0066,4044,1413,132,50,,,,,,,,,True,,Power Africa 1g
95,24-03-2020 08:58:40,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,7,нет,Батуми,2 гр,0.0452,27500,9605,897,340,,,,,,,,,True,,NZT-52 limited 2g muka
96,24-03-2020 08:58:40,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,3,нет,Батуми,2 гр,0.0146,8088,2825,264,100,,,,,,,,True,,,Super Critical HIGHEST QUALITY 2G
97,24-03-2020 08:58:40,Batumi,XHR,420Factory,Power Africa 2.5 g,,1,нет,Батуми,2.5 гр,0.014,8493,2966,277,105,,,,,,,,,True,,Power Africa 2.5 g
98,24-03-2020 08:58:40,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3216,177939,62150,5807,2200,,,,,,,,,True,,[100g] SPAIN HASH
99,24-03-2020 08:58:40,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,3,2,Батуми,0.3 гр,0.0399,21838,7628,713,270,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
100,24-03-2020 08:58:40,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0266,16176,5650,528,200,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
101,24-03-2020 08:58:40,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2953,161763,56500,5279,2000,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
102,24-03-2020 08:58:40,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2215,121322,42375,3959,1500,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
103,24-03-2020 08:58:40,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0133,8088,2825,264,100,,,,,,,,,True,,kur'er v Batumi
104,24-03-2020 08:58:40,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0332,20220,7063,660,250,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
105,24-03-2020 08:58:40,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0199,12132,4238,396,150,,,,,,,,,True,,Rabota na marki (kur'er)
106,24-03-2020 08:58:40,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0332,20220,7063,660,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
