,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,26-02-2020 13:31:21,Tbilisi,eb7e03535b,Cocaine Pure VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0095,6427,2445,220,99.0,,,,,,,,,Cocaine Pure VHQ 0.5g
1,1,26-02-2020 13:31:21,Tbilisi,edfbad0151,THC Snow Buds Only 0.5 G (THC 23+%),True,6,нет,Тбилиси,0.5 гр,0.0032,1948,741,67,30.0,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
2,2,26-02-2020 13:31:21,Tbilisi,dd631c4acf,☃️ 0.5g HQ COCAINE ☃️,True,5,нет,Тбилиси,0.5 гр,0.0106,6427,2445,220,99.0,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
3,3,26-02-2020 13:31:21,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,6,нет,Тбилиси,0.8 гр,0.0159,9738,3705,334,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
4,4,26-02-2020 13:31:21,Tbilisi,7c395c455d,1 gr mdma Кристаллы очен силни импорт с европи,True,3,нет,Тбилиси,1 гр,0.0127,7791,2964,267,120.0,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
5,5,26-02-2020 13:31:21,Tbilisi,4a91350669,1 gr гашиш VHQ gorilla glue hash тгк 28 %,True,1,нет,Тбилиси,1 гр,0.0095,5843,2223,200,90.0,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
6,6,26-02-2020 13:31:21,Tbilisi,bb1791277e,1 gr сжатая марихуана EUPHORIA шишки low thc.,True,2,нет,Тбилиси,1 гр,0.0037,2272,865,78,35.0,,,,,,,,,1 gr szhataja marihuana EUPHORIA shishki low thc.
7,7,26-02-2020 13:31:21,Tbilisi,cb721d4bca,"1 mdma very strong best quality , import califronia , лучши мдма на саите",True,2,нет,Тбилиси,1 гр,0.0106,6492,2470,223,100.0,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
8,8,26-02-2020 13:31:21,Tbilisi,cb721d4bca,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,6,нет,Тбилиси,1 гр,0.009000000000000001,5518,2100,189,85.0,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
9,9,26-02-2020 13:31:21,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,True,7,нет,Тбилиси,1 гр,0.0038,2402,914,82,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
