,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,26-02-2020 04:48:09,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0094,6427,2432,220,99,,,,,,,,,Cocaine Pure VHQ 0.5g
1,26-02-2020 04:48:09,Tbilisi,UJP9,420Inc,THC Snow Buds Only 0.5 G (THC 23+%),True,6,нет,Тбилиси,0.5 гр,0.0031,1948,737,67,30,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
2,26-02-2020 04:48:09,Tbilisi,9VLN,AlienShop,☃️ 0.5g HQ COCAINE ☃️,True,6,нет,Тбилиси,0.5 гр,0.0104,6427,2432,220,99,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
3,26-02-2020 04:48:09,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,6,нет,Тбилиси,0.8 гр,0.0156,9738,3686,334,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
4,26-02-2020 04:48:09,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,True,3,нет,Тбилиси,1 гр,0.0125,7791,2948,267,120,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
5,26-02-2020 04:48:09,Tbilisi,JVZTQ,partyshop,1 gr гашиш VHQ gorilla glue hash тгк 28 %,True,1,нет,Тбилиси,1 гр,0.0094,5843,2211,200,90,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
6,26-02-2020 04:48:09,Tbilisi,BB6E,WEEDSH0P,1 gr сжатая марихуана EUPHORIA шишки low thc.,True,2,нет,Тбилиси,1 гр,0.0036,2272,860,78,35,,,,,,,,,1 gr szhataja marihuana EUPHORIA shishki low thc.
7,26-02-2020 04:48:09,Tbilisi,SF03,CRAZYFROG,"1 mdma very strong best quality , import califronia , лучши мдма на саите",True,3,нет,Тбилиси,1 гр,0.0104,6492,2457,223,100,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
8,26-02-2020 04:48:09,Tbilisi,SF03,CRAZYFROG,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,5,нет,Тбилиси,1 гр,0.0089,5518,2088,189,85,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
9,26-02-2020 04:48:09,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,True,7,нет,Тбилиси,1 гр,0.0038,2402,909,82,37,True,,,,,,,,1G -- AK-47 -> Sativa
10,26-02-2020 04:48:09,Tbilisi,SF03,CRAZYFROG,"1gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,5,нет,Тбилиси,1 гр,0.0096,5989,2267,206,,,85,,,,,,,"1gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
11,26-02-2020 04:48:09,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,8,нет,Тбилиси,1 гр,0.0089,5518,2088,189,85,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
12,26-02-2020 04:48:09,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,1 гр,0.0098,6341,2400,218,,,90,,,,,,,1gr mdma (skidka v bitkoin 5%)
13,26-02-2020 04:48:09,Tbilisi,X4ZM,ZYX,Afghan HQ buds ! NEW ! 1G,True,6,нет,Тбилиси,1 гр,0.0049,3051,1155,105,47,,,,,,,,,Afghan HQ buds ! NEW ! 1G
14,26-02-2020 04:48:09,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.018,12335,4668,423,190,,,,,,,,,Cocaine Pure VHQ 1g
15,26-02-2020 04:48:09,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0231,14283,5405,490,220,,,,,,,,,"Cocaine, 1g"
16,26-02-2020 04:48:09,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,1,нет,Тбилиси,1 гр,0.0042,2597,983,89,40,,,,,,,,,"LSD - 250 ug, 1piece"
17,26-02-2020 04:48:09,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,3,нет,Тбилиси,1 гр,0.0426,29215,11057,1002,450,,,,,,,,,Metadon 1gr
18,26-02-2020 04:48:09,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.0417,25969,9828,891,400,,,,,,,,,"Metadon, 1gr"
19,26-02-2020 04:48:09,Tbilisi,9VLN,AlienShop,☃️❄1g. New COCAINE!!❄☃️,True,2,нет,Тбилиси,1 гр,0.0189,11686,4423,401,180,,,,,,,,,☃️❄1g. New COCAINE!!❄☃️
