,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),€,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
28,28,10-03-2020 07:23:42,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0665,39835,15210,1388,590.0,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
29,29,10-03-2020 07:23:42,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0446,27007,10312,941,400.0,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
30,30,10-03-2020 07:23:42,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0614,37135,14179,1293,550.0,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
31,31,10-03-2020 07:23:42,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0174,10533,4022,367,156.0,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
32,32,10-03-2020 07:23:42,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0222,13436,5130,468,199.0,,,,,,,,5 gr Shishki “OG KUSH VHQ”
33,33,10-03-2020 07:23:42,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0179,10803,4125,376,160.0,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
34,34,10-03-2020 07:23:42,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0222,13436,5130,468,199.0,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
35,35,10-03-2020 07:24:37,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0222,13436,5130,468,199.0,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
36,36,10-03-2020 07:24:37,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0222,13436,5130,468,199.0,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
37,37,10-03-2020 07:24:37,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0161,9790,3738,341,145.0,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
38,38,10-03-2020 07:24:37,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0222,14786,5646,515,219.0,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
39,39,10-03-2020 07:24:37,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0225,13504,5156,470,200.0,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
40,40,10-03-2020 07:24:37,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0167,10128,3867,353,150.0,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
41,41,10-03-2020 07:24:37,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0202,13504,5156,470,200.0,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
42,42,10-03-2020 07:24:37,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2848,190000,87429,6009,,,,,,,,,reagent 25i nbome. 5gr
43,43,10-03-2020 07:24:37,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3036,202553,77340,7055,3000.0,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
44,44,10-03-2020 07:24:37,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0966,57998,22145,2020,859.0,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
45,45,10-03-2020 07:24:37,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0208,12491,4769,435,185.0,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
46,46,10-03-2020 07:24:37,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.055,33016,12606,1150,489.0,,,,,,,,💘✨5g. MDMA ✨💘
47,47,10-03-2020 07:24:37,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.037000000000000005,22213,8482,774,329.0,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
48,48,10-03-2020 07:24:37,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0202,12153,4640,423,180.0,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
49,49,10-03-2020 07:24:37,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1002,60766,23202,2117,900.0,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
50,50,10-03-2020 07:24:37,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0779,47262,18046,1646,700.0,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
51,51,10-03-2020 07:24:37,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0444,26939,10286,938,399.0,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
52,52,10-03-2020 07:24:37,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0394,23631,9023,823,350.0,,,,,,,,10x Extasy Duracell 223mg MDMA.
53,53,10-03-2020 07:24:37,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0891,54014,20624,1881,800.0,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
54,54,10-03-2020 07:24:37,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2477,150226,57361,5233,2225.0,,,,,,,,Amfetamin [White] [Import] 10G
55,55,10-03-2020 07:24:37,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1629,97833,37355,3408,1449.0,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
56,56,10-03-2020 07:24:37,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0415,24914,9513,868,369.0,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
57,57,10-03-2020 07:24:37,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0336,20188,7708,703,299.0,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
58,58,10-03-2020 07:24:37,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0673,40443,15442,1409,599.0,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
59,59,10-03-2020 07:24:37,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0748,47262,18046,1646,700.0,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
60,60,10-03-2020 07:24:37,Tbilisi,be97026d1d,MDMA from Europe!!! 40g,True,нет,1,Тбилиси,40 гр,0.3562,216056,82496,7526,3200.0,,,,,,,,MDMA from Europe!!! 40g
61,61,10-03-2020 07:24:37,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1214,81021,30936,2822,1200.0,,,,,,,,50 gr 23% THC Amnesia Haze top quality
62,62,10-03-2020 07:24:37,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1067,67450,25754,2349,999.0,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
63,63,10-03-2020 07:24:37,Tbilisi,be97026d1d,MDMA from Europe!!! 50g,True,нет,1,Тбилиси,50 гр,0.4453,270070,103120,9407,4000.0,,,,,,,,MDMA from Europe!!! 50g
64,64,10-03-2020 07:24:37,Tbilisi,be97026d1d,Columbia Cocaine VHQ 70g,True,нет,1,Тбилиси,70 гр,1.1688,708934,270690,24694,10500.0,,,,,,,,Columbia Cocaine VHQ 70g
65,65,10-03-2020 07:24:37,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2226,135035,51560,4704,2000.0,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
66,66,10-03-2020 07:24:37,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2249,135035,51560,4704,2000.0,,,,,,,,SUBOXIN - HQ - 100 G.
67,67,10-03-2020 07:24:37,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2783,168794,64450,5880,2500.0,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,68,10-03-2020 07:24:37,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1686,101276,38670,3528,1500.0,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
69,69,10-03-2020 07:24:37,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5121,310581,118588,10818,4600.0,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
70,70,10-03-2020 07:25:11,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5102,310581,118588,10818,4600.0,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
71,71,10-03-2020 07:25:11,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8318,506381,193350,17639,7500.0,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
72,72,10-03-2020 07:25:11,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9427,573899,219130,19990,8500.0,,,,,,,,10000sht marki 25i-nbome. predoplata
73,73,10-03-2020 07:25:11,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0202,13504,5156,470,200.0,,,,,,,,KURYER..500RUB.+BONUS
74,74,10-03-2020 07:25:11,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0151,10128,3867,353,150.0,,,,,,,,Rabota na marki (kur'er)
75,75,10-03-2020 07:25:12,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0222,13504,5156,470,200.0,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
76,76,10-03-2020 07:25:12,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0277,16879,6445,588,250.0,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,77,10-03-2020 07:25:12,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6787,1012763,386700,35277,15000.0,,,,,,,,Vakansija optovogo kur'era na mef
78,78,10-03-2020 07:26:53,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,21,нет,Батуми,1 гр,0.0203,13504,5156,470,200.0,,,,,True,,,NZT-52 limited 1 g muka
79,79,10-03-2020 07:26:53,Batumi,3ee37c89bb,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0067,4051,1547,141,60.0,,,,,True,,,ORANGE PUNCH [1g]
80,80,10-03-2020 07:26:53,Batumi,012f23b5ea,Power Africa 1g,,3,нет,Батуми,1 гр,0.0051,3376,1289,118,50.0,,,,,True,,,Power Africa 1g
81,81,10-03-2020 07:26:53,Batumi,c72111ac1a,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0365,24306,9281,847,360.0,,,,,True,,,NZT-52 limited 2g muka
82,82,10-03-2020 07:26:53,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 2G,,2,нет,Батуми,2 гр,0.0111,6752,2578,235,100.0,,,,,,True,,Super Critical HIGHEST QUALITY 2G
83,83,10-03-2020 07:26:53,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.0279,16879,6445,588,250.0,,,,,,True,,Super Critical HIGHEST QUALITY 5G
84,84,10-03-2020 07:26:53,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1672,101276,38670,3528,1500.0,,,,,True,,,Skunk! 50 gr.
85,85,10-03-2020 07:26:53,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,5,4,Батуми,0.27 гр,0.0304,18230,6961,635,270.0,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
86,86,10-03-2020 07:26:53,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0203,13504,5156,470,200.0,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
87,87,10-03-2020 07:26:53,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2251,135035,51560,4704,2000.0,,,,,True,,,SUBOXIN - HQ - 100 G.
88,88,10-03-2020 07:26:53,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1689,101276,38670,3528,1500.0,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
89,89,10-03-2020 07:26:53,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0051,3376,1289,118,50.0,,,,,True,,,kur'er v Batumi
90,90,10-03-2020 07:26:53,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0253,16879,6445,588,250.0,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
91,91,10-03-2020 07:26:53,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0152,10128,3867,353,150.0,,,,,True,,,Rabota na marki (kur'er)
92,92,10-03-2020 07:26:53,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0253,16879,6445,588,250.0,,,,,True,,,Ischu kur'era v Gruzii!
93,93,10-03-2020 07:26:53,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6869999999999998,1012763,386700,35277,15000.0,,,,,True,,,Vakansija optovogo kur'era na mef
94,94,10-03-2020 07:26:53,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0557,33759,12890,1176,500.0,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
95,95,10-03-2020 07:28:15,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0152,10128,3867,353,150.0,,,,,,,True,Rabota na marki (kur'er)
