,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),Nadzaladevi,Didube,€,Авлобари,Батуми,Центр,Кутаиси,desc_en
11,11,07-04-2020 17:25:52,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1075,67910,24525,2314,900.0,,,,,,,,,,Metadon 1gr
12,12,07-04-2020 17:25:52,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,9,нет,Тбилиси,1 гр,0.0024,1509,545,51,20.0,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
13,13,07-04-2020 17:25:52,Tbilisi,83f3d55917,19% ТГК Шишки Northern Lights 1.1г Скидка 5% через БИТКОИН,,4,нет,Тбилиси,1.1 гр,0.0063,3773,1363,129,50.0,,True,,,,,,,,19% TGK Shishki Northern Lights 1.1g Skidka 5% cherez BITKOIN
14,14,07-04-2020 17:25:52,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,True,2,нет,Тбилиси,2 гр,0.0099,5659,2044,193,75.0,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
15,15,07-04-2020 17:25:52,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,2 гр,0.0093,5282,1908,180,70.0,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
16,16,07-04-2020 17:25:52,Tbilisi,ae784bef73,New ! Big Buds ! 2G,True,2,нет,Тбилиси,2 гр,0.0076,4829,1744,165,64.0,,,,,,,,,,New ! Big Buds ! 2G
17,17,07-04-2020 17:25:52,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.049,30937,11173,1054,410.0,,,,,,,,,,VHQ BEST Cocaine 2g.
18,18,07-04-2020 17:25:52,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 2 штуки!!!,True,1,нет,Тбилиси,2 гр,0.0042,2641,954,90,35.0,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 2 shtuki!!!
19,19,07-04-2020 17:25:52,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,2 гр,0.0042,2641,954,90,35.0,True,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
20,20,07-04-2020 17:25:52,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩,True,2,нет,Тбилиси,2 гр,0.0118,6716,2425,229,89.0,,,,,,,,,,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩
21,21,07-04-2020 17:25:52,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0403,24146,8720,823,320.0,,,,,,,,,,"5 Grm MDMA , Purity A +++"
22,22,07-04-2020 17:25:52,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,4,нет,Тбилиси,5 гр,0.039,22637,8175,771,300.0,,,,,,,,,,5 Grm Mdma Pure Quality A +++
23,23,07-04-2020 17:25:52,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,3,нет,Тбилиси,5 гр,0.0217,12450,4496,424,165.0,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
24,24,07-04-2020 17:25:52,Tbilisi,64284550d9,5G ---> ONLY BUDS,,2,нет,Тбилиси,5 гр,0.0125,7168,2589,244,95.0,True,,,,,,,,,5G ---> ONLY BUDS
25,25,07-04-2020 17:25:52,Tbilisi,bb1791277e,5gr Stardawg Auto WEED BUDS,True,2,нет,Тбилиси,5 гр,0.0222,12752,4605,434,169.0,,,,,,,,,,5gr Stardawg Auto WEED BUDS
26,26,07-04-2020 17:25:52,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (hight quality),True,2,нет,Тбилиси,5 гр,0.0176,10111,3652,344,134.0,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
27,27,07-04-2020 17:25:52,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,5 гр,0.0232,13205,4769,450,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
28,28,07-04-2020 17:25:52,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Тбилиси,5 гр,0.009000000000000001,5659,2044,193,75.0,,,True,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
29,29,07-04-2020 17:25:52,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,5 гр,0.0066,4150,1499,141,55.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
30,30,07-04-2020 17:25:52,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica-,True,1,нет,Тбилиси,10 гр,0.0275,15770,5695,537,209.0,,,,,,,,,,10 gr marijuana buds. -indica-
31,31,07-04-2020 17:25:52,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0479,27541,9946,938,365.0,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
32,32,07-04-2020 17:25:52,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,1,3,Тбилиси,10 гр,0.013000000000000001,8201,2970,278,,,True,,,100.0,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
33,33,07-04-2020 17:26:49,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0102,6414,2316,219,85.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
34,34,07-04-2020 17:26:49,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0504,30182,10900,1028,400.0,,,,,,,,,,gashish evro 10g
35,35,07-04-2020 17:26:49,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0979,58629,21173,1998,777.0,,,,,,,,,,Gashish Evro 20gr
36,36,07-04-2020 17:26:49,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2388,150910,54500,5142,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
37,37,07-04-2020 17:26:49,Tbilisi,f8a875c191,METADON - 0.25 G.,True,1,15,Тбилиси,0.25 гр,0.0226,12827,4633,437,170.0,,,,,,,,,,METADON - 0.25 G.
38,38,07-04-2020 17:26:49,Tbilisi,f8a875c191,MARIXYANA - 1 G. (SHISHKI) SALE 10% BTC,True,1,1,Тбилиси,1 гр,0.0133,7546,2725,257,100.0,,,,,,,,,,MARIXYANA - 1 G. (SHISHKI) SALE 10% BTC
39,39,07-04-2020 17:26:49,Tbilisi,54915c4374,MDMA 1 гр,True,нет,2,Тбилиси,1 гр,0.013000000000000001,8201,2970,278,,,,,,100.0,,,,,MDMA 1 gr
40,40,07-04-2020 17:26:49,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),True,нет,1,Тбилиси,2 гр,0.0195,12302,4455,417,,,,,,150.0,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
41,41,07-04-2020 17:26:49,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0265,15091,5450,514,200.0,,,,,,,,,,✨✨2gram. MDMA✨✨
42,42,07-04-2020 17:26:49,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.049,27843,10055,949,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
43,43,07-04-2020 17:26:49,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0783,44518,16078,1517,590.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
44,44,07-04-2020 17:26:49,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0525,30182,10900,1028,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
45,45,07-04-2020 17:26:49,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.021,12073,4360,411,160.0,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
46,46,07-04-2020 17:26:49,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0722,41500,14988,1414,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
47,47,07-04-2020 17:26:49,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0222,12752,4605,434,169.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
48,48,07-04-2020 17:26:49,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0223,12827,4633,437,170.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
49,49,07-04-2020 17:26:49,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0261,15016,5423,512,199.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
50,50,07-04-2020 17:26:49,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0261,15016,5423,512,199.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
51,51,07-04-2020 17:26:49,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0262,16525,5968,563,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
52,52,07-04-2020 17:26:49,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0261,15016,5423,512,199.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,53,07-04-2020 17:26:49,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0454,28704,10395,973,,,,,,350.0,,,,,MDMA 5 gr!!!
54,54,07-04-2020 17:26:49,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,12,Тбилиси,5 гр,0.0239,15091,5450,514,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
55,55,07-04-2020 17:26:49,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3007,190000,87429,6395,,,,,,,,,,,reagent 25i nbome. 5gr
56,56,07-04-2020 17:26:49,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3582,226365,81750,7712,3000.0,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,57,07-04-2020 17:26:49,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1153,65570,23680,2234,869.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
58,58,07-04-2020 17:26:49,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0252,14336,5178,488,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
59,59,07-04-2020 17:26:49,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0649,36898,13325,1257,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
60,60,07-04-2020 17:26:49,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,1,5,Тбилиси,5 гр,0.0251,14261,5150,486,189.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
61,61,07-04-2020 17:26:49,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1182,67910,24525,2314,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
62,62,07-04-2020 17:26:49,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.092,52819,19075,1800,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
63,63,07-04-2020 17:26:49,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.042,24146,8720,823,320.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
64,64,07-04-2020 17:26:49,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1051,60364,21800,2057,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
65,65,07-04-2020 17:27:15,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.1921,109334,39485,3725,1449.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,66,07-04-2020 17:27:15,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0489,27843,10055,949,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
67,67,07-04-2020 17:27:15,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0396,22561,8148,769,299.0,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
68,68,07-04-2020 17:27:15,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,нет,7,Тбилиси,20 гр,0.0532,30559,11036,1041,405.0,True,,,,,,,,,20 gr Indica marijuana buds (hight quality)
69,69,07-04-2020 17:27:15,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0794,45198,16323,1540,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
70,70,07-04-2020 17:27:15,Tbilisi,e56bb6ca93,50gr Georgian Indica dominant buds. The Best PRICE,True,нет,13,Тбилиси,50 гр,0.1311,75380,27223,2568,999.0,True,,,,,,,,,50gr Georgian Indica dominant buds. The Best PRICE
71,71,07-04-2020 17:27:15,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1444,83001,29975,2828,1100.0,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
72,72,07-04-2020 17:27:15,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3151,181092,65400,6170,2400.0,,,,,,,,,,100 gr marijuana buds
73,73,07-04-2020 17:27:15,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2626,150910,54500,5142,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
74,74,07-04-2020 17:27:15,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2652,150910,54500,5142,2000.0,,,,,,,,,,SUBOXIN - HQ - 100 G.
75,75,07-04-2020 17:27:15,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3282,188638,68125,6427,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
76,76,07-04-2020 17:27:15,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6039,347093,125350,11826,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
77,77,07-04-2020 17:27:15,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.9846,565913,204375,19281,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
78,78,07-04-2020 17:27:15,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1158,641368,231625,21852,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
79,79,07-04-2020 17:27:15,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0239,15091,5450,514,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
80,80,07-04-2020 17:27:15,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0263,15091,5450,514,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
81,81,07-04-2020 17:27:15,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0328,18864,6813,643,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
82,82,07-04-2020 17:27:15,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.9869999999999999,1131825,408750,38562,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
83,83,07-04-2020 17:28:33,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2888,166001,59950,5656,2200.0,,,,,,,True,,,[100g] SPAIN HASH
84,84,07-04-2020 17:28:33,Batumi,f8a875c191,MARIXYANA - 1 G. (SHISHKI) SALE 10% BTC,,нет,1,Батуми,1 гр,0.0133,7546,2725,257,100.0,,,,,,,True,,,MARIXYANA - 1 G. (SHISHKI) SALE 10% BTC
85,85,07-04-2020 17:28:33,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,12,Батуми,5 гр,0.0239,15091,5450,514,200.0,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
86,86,07-04-2020 17:28:33,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2652,150910,54500,5142,2000.0,,,,,,,True,,,SUBOXIN - HQ - 100 G.
87,87,07-04-2020 17:28:33,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0119,7546,2725,257,100.0,,,,,,,True,,,kur'er v Batumi
88,88,07-04-2020 17:28:33,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0298,18864,6813,643,250.0,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
89,89,07-04-2020 17:28:33,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0298,18864,6813,643,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
90,90,07-04-2020 17:28:33,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0358,22637,8175,771,300.0,,,,,,,True,,,Rabota na marki (kur'er)
91,91,07-04-2020 17:28:33,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.9869999999999999,1131825,408750,38562,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
92,92,07-04-2020 17:28:33,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0656,37728,13625,1285,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
93,93,07-04-2020 17:30:03,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,1 гр,0.0248,14412,5205,491,191.0,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
94,94,07-04-2020 17:30:03,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,5,нет,Кутаиси,1.5 гр,0.0188,10941,3951,373,145.0,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
95,95,07-04-2020 17:30:03,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0474,27541,9946,938,365.0,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
96,96,07-04-2020 17:30:03,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0175,10186,3679,347,135.0,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
97,97,07-04-2020 17:30:03,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0357,20750,7494,707,275.0,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
