,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Gldani,Vazisubani,Varketili,Didube,€,Saburtalo,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
11,11,26-05-2020 12:39:36,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,10 гр,0.0215,14248,5383,478,199.0,,,,,True,,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
12,12,26-05-2020 12:39:36,Tbilisi,c225d2f67d,Гашиш Евро 10гр,True,1,нет,Тбилиси,10 гр,0.0472,32218,12173,1080,450.0,,,,,,,,,,,,,Gashish Evro 10gr
13,13,26-05-2020 12:39:36,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0807,55630,21018,1864,777.0,,,,,,,,,,,,,Gashish Evro 20gr
14,14,26-05-2020 12:39:36,Tbilisi,9610a68a0a,GABAGAMA 50 SHTUK,True,2,нет,Тбилиси,50 гр,0.0079,5728,2164,192,80.0,,,,,,,,,,,,,GABAGAMA 50 SHTUK
15,15,26-05-2020 12:39:36,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1968,143192,54100,4799,2000.0,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
16,16,26-05-2020 12:39:36,Tbilisi,9610a68a0a,GABAGAMA 150 shtuk,True,1,нет,Тбилиси,150 гр,0.0182,13245,5004,444,185.0,,,,,,,,,,,,,GABAGAMA 150 shtuk
17,17,26-05-2020 12:39:36,Tbilisi,54915c4374,Бупренорфин (аналог суботекса) 0.2 гр.,True,нет,4,Тбилиси,0.2 гр,0.0106,7009,2651,235,,,,,,,90.0,,,,,,,Buprenorfin (analog suboteksa) 0.2 gr.
18,18,26-05-2020 12:39:36,Tbilisi,54915c4374,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",True,нет,1,Тбилиси,1 гр,0.0353,25701,9719,862,,,,,,,330.0,,,,,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
19,19,26-05-2020 12:39:36,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,5,Тбилиси,2 гр,0.023,15035,5681,504,210.0,,,,,,,,,,,,,✨✨2gram. MDMA✨✨
20,20,26-05-2020 12:39:36,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,7,Тбилиси,2 гр,0.0403,26419,9981,885,369.0,,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
21,21,26-05-2020 12:39:36,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,7,Тбилиси,3 гр,0.0633,41454,15662,1389,579.0,,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
22,22,26-05-2020 12:39:36,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0433,28638,10820,960,400.0,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
23,23,26-05-2020 12:39:36,Tbilisi,aeb8abccb9,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0152,10023,3787,336,140.0,,,,,,,True,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
24,24,26-05-2020 12:39:36,Tbilisi,89f7212915,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.0595,39378,14878,1320,550.0,,,,,,,,,,,,,"""Kief"" Weed trichomes 5G"
25,25,26-05-2020 12:39:36,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0595,39378,14878,1320,550.0,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
26,26,26-05-2020 12:39:36,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0254,16825,6357,564,235.0,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
27,27,26-05-2020 12:39:36,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.026000000000000002,17183,6492,576,240.0,,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
28,28,26-05-2020 12:39:36,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,8,Тбилиси,5 гр,0.0249,16467,6222,552,230.0,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
29,29,26-05-2020 12:39:36,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,1,Тбилиси,5 гр,0.0172,11384,4301,382,159.0,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
30,30,26-05-2020 12:39:36,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.026000000000000002,17183,6492,576,240.0,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
31,31,26-05-2020 12:39:36,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.026000000000000002,17183,6492,576,240.0,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
32,32,26-05-2020 12:39:36,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0249,16467,6222,552,230.0,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
33,33,26-05-2020 12:40:05,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0255,16825,6357,564,235.0,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
34,34,26-05-2020 12:40:05,Tbilisi,794765e142,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,4,Тбилиси,5 гр,0.0271,17899,6763,600,250.0,,,,,True,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
35,35,26-05-2020 12:40:05,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2617,190000,87429,6368,,,,,,,,,,,,,,reagent 25i nbome. 5gr
36,36,26-05-2020 12:40:05,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2959,214789,81150,7199,3000.0,,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
37,37,26-05-2020 12:40:05,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1051,68661,25941,2301,959.0,,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
38,38,26-05-2020 12:40:05,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0208,13603,5140,456,190.0,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
39,39,26-05-2020 12:40:05,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,3,Тбилиси,5 гр,0.0536,35011,13227,1173,489.0,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
40,40,26-05-2020 12:40:05,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,10,Тбилиси,5 гр,0.0207,13532,5112,454,189.0,,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
41,41,26-05-2020 12:40:05,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0976,64437,24345,2160,900.0,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
42,42,26-05-2020 12:40:05,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0434,28638,10820,960,400.0,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
43,43,26-05-2020 12:40:05,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0759,50117,18935,1680,700.0,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
44,44,26-05-2020 12:40:05,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0456,30070,11361,1008,420.0,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
45,45,26-05-2020 12:40:05,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,1,38,Тбилиси,10 гр,0.0146,9665,3652,324,135.0,,,,,,,,,,,,,10G Hybrid Marijuana Leafs
46,46,26-05-2020 12:40:05,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0868,57277,21640,1920,800.0,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
47,47,26-05-2020 12:40:05,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2414,159302,60186,5339,2225.0,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
48,48,26-05-2020 12:40:05,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1708,111618,42171,3741,1559.0,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
49,49,26-05-2020 12:40:05,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0404,26419,9981,885,369.0,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
50,50,26-05-2020 12:40:05,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0345,22553,8521,756,315.0,,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
51,51,26-05-2020 12:40:05,Tbilisi,0dec0e1c48,20 gr georgian weed. Package on magnet,True,нет,11,Тбилиси,20 гр,0.0433,28567,10793,957,399.0,,,,,,,,,,,,,20 gr georgian weed. Package on magnet
52,52,26-05-2020 12:40:05,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5479,357981,135250,11998,5000.0,,,,,,,,,,,,,METADON - 20 G.
53,53,26-05-2020 12:40:05,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0656,42886,16203,1437,599.0,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
54,54,26-05-2020 12:40:05,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,True,нет,6,Тбилиси,50 гр,0.1409,93003,35138,3117,1299.0,,,,,,,,,,,,,50 gr georgian weed. Package on magnet
55,55,26-05-2020 12:40:05,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1193,78756,29755,2639,1100.0,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
56,56,26-05-2020 12:40:05,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2711,178919,67598,5996,2499.0,,,,,,,,,,,,,100 gr georgian weed. Package on magnet
57,57,26-05-2020 12:40:05,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2604,171831,64920,5759,2400.0,,,,,,,,,,,,,100 gr marijuana buds
58,58,26-05-2020 12:40:05,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.217,143192,54100,4799,2000.0,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
59,59,26-05-2020 12:40:05,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2712,178991,67625,5999,2500.0,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
60,60,26-05-2020 12:40:05,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6401,422418,159595,14157,5900.0,,,,,,,,,,,,,180 gr marihuana persoalno
61,61,26-05-2020 12:40:05,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.499,329343,124430,11038,4600.0,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
62,62,26-05-2020 12:40:05,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8137,536972,202875,17996,7500.0,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
63,63,26-05-2020 12:40:05,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9221,608568,229925,20396,8500.0,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
64,64,26-05-2020 12:40:05,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0197,14319,5410,480,200.0,,,,,,,,,,,,,KURYER..500RUB.+BONUS
65,65,26-05-2020 12:40:05,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0217,14319,5410,480,200.0,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
66,66,26-05-2020 12:40:05,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0271,17899,6763,600,250.0,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
67,67,26-05-2020 12:40:05,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6421,1073943,405750,35993,15000.0,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
68,68,26-05-2020 12:40:34,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6381,1073943,405750,35993,15000.0,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
69,69,26-05-2020 12:41:44,Batumi,3c4662c591,шишки марихуаны 5G,,3,нет,Батуми,5 гр,0.0325,21479,8115,720,300.0,,,,,,,,,,True,,,shishki marihuany 5G
70,70,26-05-2020 12:41:44,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2387,157512,59510,5279,2200.0,,,,,,,,,,,True,,[100g] SPAIN HASH
71,71,26-05-2020 12:41:44,Batumi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",,нет,3,Батуми,0.5 гр,0.0092,6086,2299,204,85.0,,,,,,,,,,,True,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
72,72,26-05-2020 12:41:44,Batumi,54915c4374,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",,нет,1,Батуми,1 гр,0.0354,25701,9719,862,,,,,,,330.0,,,,,True,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
73,73,26-05-2020 12:41:44,Batumi,54915c4374,MDMA !! 3 грамма,,нет,2,Батуми,3 гр,0.0488,32218,12173,1080,450.0,,,,,,,,,,,True,,MDMA !! 3 gramma
74,74,26-05-2020 12:41:44,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1712,112990,51992,3787,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
75,75,26-05-2020 12:41:44,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2711,178900,82321,5996,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
76,76,26-05-2020 12:41:44,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0099,7160,2705,240,100.0,,,,,,,,,,,True,,kur'er v Batumi
77,77,26-05-2020 12:41:44,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0247,17899,6763,600,250.0,,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
78,78,26-05-2020 12:41:44,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0247,17899,6763,600,250.0,,,,,,,,,,,True,,Ischu kur'era v Gruzii!
79,79,26-05-2020 12:41:44,Batumi,54915c4374,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0118,7788,2945,261,,,,,,,100.0,,,,,True,,Rabota na marki (kur'er)
80,80,26-05-2020 12:41:44,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6421,1073943,405750,35993,15000.0,,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
81,81,26-05-2020 12:41:44,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0542,35798,13525,1200,500.0,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
82,82,26-05-2020 12:43:05,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0521,34724,13119,1164,485.0,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
83,83,26-05-2020 12:43:05,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,3 гр,0.0266,17899,6763,600,250.0,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
84,84,26-05-2020 12:43:05,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 3.3г бтк скидка 10% !!,,2,нет,Кутаиси,3.3 гр,0.0074,5370,2029,180,75.0,,,,,,,,,,,,True,Shishki Lemon weed TGK 25% 3.3g btk skidka 10% !!
85,85,26-05-2020 12:43:05,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 5.5г бтк скидка 10% !!,,1,нет,Кутаиси,5.5 гр,0.0113,8234,3111,276,115.0,,,,,,,,,,,,True,Shishki Lemon weed TGK 25% 5.5g btk skidka 10% !!
86,86,26-05-2020 12:43:05,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0118,7788,2945,261,,,,,,,100.0,,,,,,True,Rabota na marki (kur'er)
