,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
17,18-03-2020 03:09:49,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,,1,нет,Тбилиси,1 гр,0.0308,13965,5481,447,189,True,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
18,18-03-2020 03:09:49,Tbilisi,V4T,COCAcoLA,cocaine 1gr СУПЕР COCA!!!,True,5,нет,Тбилиси,1 гр,0.0293,14778,5800,473,200,,,,,,,,,,,cocaine 1gr SUPER COCA!!!
19,18-03-2020 03:09:49,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,,1,нет,Тбилиси,1 гр,0.0301,13965,5481,447,189,True,,,,,,,,,,Kokain HQ 1g.
20,18-03-2020 03:09:49,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1318,66501,26100,2131,900,True,,,,,,,,,,Metadon 1gr
21,18-03-2020 03:09:49,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",,3,нет,Тбилиси,1 гр,0.0029,1478,580,47,20,True,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
22,18-03-2020 03:09:49,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,,3,нет,Тбилиси,2 гр,0.0586,26600,10440,852,360,True,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
23,18-03-2020 03:09:49,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,3,нет,Тбилиси,2 гр,0.0566,26231,10295,840,355,,,True,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
24,18-03-2020 03:09:49,Tbilisi,QUZIV,Hollyweed,Marijuana Blackberry 2g. Indica,,1,нет,Тбилиси,2 гр,0.0128,5837,2291,187,79,,True,,,,,,,,,Marijuana Blackberry 2g. Indica
25,18-03-2020 03:09:49,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,,1,нет,Тбилиси,2 гр,0.0571,28817,11310,923,390,True,,,,,,,,,,VHQ BEST Cocaine 2g.
26,18-03-2020 03:09:49,Tbilisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! !!BTC SALE 5%!! ПОДЪЕЗД!!!,,1,нет,Тбилиси,2 гр,0.0208,9532,3741,305,129,,,True,,,,,,,,GAShISh tverdyj!!! Hash!!!! !!BTC SALE 5%!! POD'EZD!!!
27,18-03-2020 03:09:49,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.0431,20576,7950,658,,True,,,250,,,,,,,3 gr mdma (skidka v bitkoin 5%)
28,18-03-2020 03:09:49,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,,4,нет,Тбилиси,3 гр,0.0171,7758,3045,249,105,True,,,,,,,,,,3x Extasy Duracell 223mg MDMA
29,18-03-2020 03:09:49,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,,3,нет,Тбилиси,4 гр,0.0088,4433,1740,142,60,True,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
30,18-03-2020 03:09:49,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,,2,нет,Тбилиси,5 гр,0.0259,11748,4611,376,159,True,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
31,18-03-2020 03:09:49,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,,2,нет,Тбилиси,5 гр,0.0252,11453,4495,367,155,True,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
32,18-03-2020 03:09:49,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0469,23645,9280,758,320,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
33,18-03-2020 03:09:49,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0479,22167,8700,710,300,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
34,18-03-2020 03:10:33,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0586,27984,10812,895,,True,,,340,,,,,,,5 gr mdma (skidka v bitkoin 5%)
35,18-03-2020 03:10:33,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,7,нет,Тбилиси,5 гр,0.0285,12931,5075,414,175,True,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
36,18-03-2020 03:10:33,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1268,58151,22823,1863,787,,,True,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
37,18-03-2020 03:10:33,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,10,нет,Тбилиси,5 гр,0.0095,4803,1885,154,65,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
38,18-03-2020 03:10:33,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0524,24014,9425,769,325,,,True,,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
39,18-03-2020 03:10:33,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0588,26970,10585,864,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
40,18-03-2020 03:10:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,2,нет,Тбилиси,10 гр,0.043,19729,7743,632,267,True,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
41,18-03-2020 03:10:33,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0145,7315,2871,234,99,True,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
42,18-03-2020 03:10:33,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0618,29556,11600,947,400,True,,,,,,,,,,gashish evro 10g
43,18-03-2020 03:10:33,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.1023,46920,18415,1503,635,,,True,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
44,18-03-2020 03:10:33,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,13,5,Тбилиси,0.27 гр,0.0369,16773,6583,537,227,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
45,18-03-2020 03:10:33,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,нет,3,Тбилиси,1.1 гр,0.1058,48028,18850,1539,650,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
46,18-03-2020 03:10:33,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,,нет,2,Тбилиси,1.4 гр,0.1128,51723,20300,1657,700,True,,,,,,,,,,Methadone HQ in city 1.4g
47,18-03-2020 03:10:33,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.096,43595,17110,1397,590,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
48,18-03-2020 03:10:33,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0645,29556,11600,947,400,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
49,18-03-2020 03:10:33,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0886,40639,15950,1302,550,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
50,18-03-2020 03:10:33,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.0251,11527,4524,369,156,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
51,18-03-2020 03:10:33,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0321,14704,5771,471,199,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
52,18-03-2020 03:10:33,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0258,11822,4640,379,160,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
53,18-03-2020 03:10:33,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0321,14704,5771,471,199,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,18-03-2020 03:10:33,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0321,14704,5771,471,199,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
55,18-03-2020 03:10:33,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0234,10714,4205,343,145,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
56,18-03-2020 03:10:33,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0321,16182,6351,518,219,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
57,18-03-2020 03:10:33,Tbilisi,TDSHF,THC,Hybrid Gagarin. 5g.,,нет,3,Тбилиси,5 гр,0.034,16256,6380,521,220,True,,,,,,,,,,Hybrid Gagarin. 5g.
58,18-03-2020 03:10:33,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0488,22167,8700,710,300,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
59,18-03-2020 03:10:33,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0242,11083,4350,355,150,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
60,18-03-2020 03:10:33,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0293,14778,5800,473,200,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
61,18-03-2020 03:10:33,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3767,190000,87429,6063,,True,,,,,,,,,,reagent 25i nbome. 5gr
62,18-03-2020 03:10:33,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4394,221669,87000,7102,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
63,18-03-2020 03:10:33,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1398,63471,24911,2034,859,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
64,18-03-2020 03:10:33,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0301,13670,5365,438,185,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
65,18-03-2020 03:10:33,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0796,36132,14181,1158,489,True,,,,,,,,,,💘✨5g. MDMA ✨💘
66,18-03-2020 03:11:10,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0792,36132,14181,1158,489,True,,,,,,,,,,💘✨5g. MDMA ✨💘
67,18-03-2020 03:11:10,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0533,24310,9541,779,329,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
68,18-03-2020 03:11:10,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,9,Тбилиси,5 гр,0.0292,13300,5220,426,180,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
69,18-03-2020 03:11:10,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1444,66501,26100,2131,900,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
70,18-03-2020 03:11:10,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1123,51723,20300,1657,700,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
71,18-03-2020 03:11:10,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,8,Тбилиси,10 гр,0.064,29482,11571,945,399,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
72,18-03-2020 03:11:10,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0567,25861,10150,829,350,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
73,18-03-2020 03:11:10,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1284,59112,23200,1894,800,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,18-03-2020 03:11:10,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.357,164404,64525,5267,2225,True,,,,,,,,,,Amfetamin [White] [Import] 10G
75,18-03-2020 03:11:10,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2348,107066,42021,3430,1449,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
76,18-03-2020 03:11:10,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0598,27265,10701,874,369,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
77,18-03-2020 03:11:10,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0485,22093,8671,708,299,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
78,18-03-2020 03:11:10,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0971,44260,17371,1418,599,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
79,18-03-2020 03:11:10,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.175,88668,34800,2841,1200,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
80,18-03-2020 03:11:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.3209,147779,58000,4735,2000,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
81,18-03-2020 03:11:10,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3241,147779,58000,4735,2000,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
82,18-03-2020 03:11:10,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.4011,184724,72500,5918,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
83,18-03-2020 03:11:10,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2431,110834,43500,3551,1500,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
84,18-03-2020 03:11:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.7381,339892,133400,10890,4600,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
85,18-03-2020 03:11:10,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.2034,554172,217500,17755,7500,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
86,18-03-2020 03:11:10,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.3638,628062,246500,20122,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
87,18-03-2020 03:11:10,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0292,14778,5800,473,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
88,18-03-2020 03:11:10,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0219,11083,4350,355,150,True,,,,,,,,,,Rabota na marki (kur'er)
89,18-03-2020 03:11:10,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0321,14778,5800,473,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
90,18-03-2020 03:11:10,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0401,18472,7250,592,250,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
91,18-03-2020 03:11:10,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4286,1108344,435000,35510,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
92,18-03-2020 03:12:19,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,30,нет,Батуми,1 гр,0.0277,14039,5510,450,190,,,,,,,,True,,,NZT-52 limited 1 g muka
93,18-03-2020 03:12:19,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0496,25122,9860,805,340,,,,,,,,True,,,NZT-52 limited 2g muka
94,18-03-2020 03:12:19,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,2,нет,Батуми,2 гр,0.016,7389,2900,237,100,,,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
95,18-03-2020 03:12:19,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.353,162557,63800,5208,2200,,,,,,,,True,,,[100g] SPAIN HASH
96,18-03-2020 03:12:19,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0292,14778,5800,473,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
97,18-03-2020 03:12:19,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3241,147779,58000,4735,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
98,18-03-2020 03:12:19,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2431,110834,43500,3551,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
99,18-03-2020 03:12:19,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0146,7389,2900,237,100,,,,,,,,True,,,kur'er v Batumi
100,18-03-2020 03:12:19,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0365,18472,7250,592,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
101,18-03-2020 03:12:19,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0219,11083,4350,355,150,,,,,,,,True,,,Rabota na marki (kur'er)
102,18-03-2020 03:12:19,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0365,18472,7250,592,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
103,18-03-2020 03:12:19,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.4288,1108344,435000,35510,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
