,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,Varketili,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
104,19-02-2020 15:14:14,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0292,19043,7328,659,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
105,19-02-2020 15:14:14,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2905,210168,80883,7270,3300,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
106,19-02-2020 15:14:14,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.065,44581,17157,1542,700,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
107,19-02-2020 15:14:14,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1056,76425,29412,2644,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
108,19-02-2020 15:14:14,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0928,63624,24485,2201,999,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
109,19-02-2020 15:14:14,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.092,60503,23285,2093,950,,,,,,,,,,,Hybrid Skunk! 50 gr
110,19-02-2020 15:14:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1937,127375,49020,4406,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
111,19-02-2020 15:14:14,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1743,114637,44118,3965,1800,,,,,,,,,,,Hybrid Skunk! 100 gr
112,19-02-2020 15:14:14,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2421,159218,61275,5508,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
113,19-02-2020 15:14:14,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0379,27386,10539,947,430,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
114,19-02-2020 15:14:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4454,292962,112746,10134,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
115,19-02-2020 15:14:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7262,477655,183825,16523,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
116,19-02-2020 15:14:14,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.823,541342,208335,18726,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
117,19-02-2020 15:14:14,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0176,12737,4902,441,200,,,,,,,,,,,KURYER..500RUB.+BONUS
118,19-02-2020 15:14:14,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0176,12737,4902,441,200,,,,,,,,,,,Trebuetsja Kur'er
119,19-02-2020 15:14:14,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0194,12737,4902,441,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
120,19-02-2020 15:14:14,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0242,15922,6128,551,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
121,19-02-2020 15:14:14,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4656,955310,367650,33045,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
122,19-02-2020 15:15:36,Batumi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,4,нет,Батуми,1 гр,0.0167,12101,4657,419,190,,,,,,,,True,,,NZT-52 mind storm limited 1g muka
123,19-02-2020 15:15:36,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,3,10,Батуми,0.27 гр,0.0222,14457,5564,500,227,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
124,19-02-2020 15:15:36,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0176,12737,4902,441,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
125,19-02-2020 15:15:36,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0918,60503,23285,2093,950,,,,,,,,True,,,Hybrid Skunk! 50 gr
126,19-02-2020 15:15:36,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1739,114637,44118,3965,1800,,,,,,,,True,,,Hybrid Skunk! 100 gr
127,19-02-2020 15:15:36,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2928,191062,73530,6609,3000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
128,19-02-2020 15:15:36,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.244,159218,61275,5508,2500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
129,19-02-2020 15:15:36,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0098,6369,2451,220,100,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
130,19-02-2020 15:15:36,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0044,3184,1226,110,50,,,,,,,,True,,,kur'er v Batumi
131,19-02-2020 15:15:36,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0044,3184,1226,110,50,,,,,,,,True,,,Vakansija Kur'era v Batumi
132,19-02-2020 15:15:36,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0069,5000,2301,173,,,,,,,,,True,,,Vakansija Kur'era v Batumi
133,19-02-2020 15:15:36,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.022,15922,6128,551,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
134,19-02-2020 15:15:36,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.022,15922,6128,551,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
135,19-02-2020 15:15:36,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4625,955310,367650,33045,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
136,19-02-2020 15:15:36,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0483,31844,12255,1102,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
137,19-02-2020 15:17:28,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0021,1401,539,48,22,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
138,19-02-2020 15:17:28,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0039,2548,980,88,40,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
139,19-02-2020 15:17:28,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0078,5095,1961,176,80,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
140,19-02-2020 15:17:28,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0108,7069,2721,245,111,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
141,19-02-2020 15:17:28,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0098,6369,2451,220,100,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
